Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
1984,Los Angeles,Athletics,Athletics, Judith Lynne brown,USA,Women,400M Hurdles,Silver
1984,Los Angeles,Athletics,Athletics, Beverley goddard-callender,UK,Women,4X100M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Heather hunte-oakes,UK,Women,4X100M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Simmone jacobs,UK,Women,4X100M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Kathryn smallwood-cook,UK,Women,4X100M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Evelyn ashford,USA,Women,4X100M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Jeanette bolden,USA,Women,4X100M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Alice Regina brown,USA,Women,4X100M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Chandra Danette cheeseborough,USA,Women,4X100M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Angela bailey,Canada,Women,4X100M Relay,Silver
1984,Los Angeles,Athletics,Athletics, France gareau,Canada,Women,4X100M Relay,Silver
1984,Los Angeles,Athletics,Athletics, Marita payne-wiggins,Canada,Women,4X100M Relay,Silver
1984,Los Angeles,Athletics,Athletics, Angella taylor-issajenko,Canada,Women,4X100M Relay,Silver
1984,Los Angeles,Athletics,Athletics, Gabriele bussmann,Germany,Women,4X400M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Heidi-Elke gaugel,Germany,Women,4X400M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Heike schulte-mattler-schmidt,Germany,Women,4X400M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Ute thimm-finger,Germany,Women,4X400M Relay,Bronze
1984,Los Angeles,Athletics,Athletics, Valerie Ann brisco-hooks,USA,Women,4X400M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Chandra Danette cheeseborough,USA,Women,4X400M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Sherryl Frances howard,USA,Women,4X400M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Lillie Mae leatherwood-king,USA,Women,4X400M Relay,Gold
1984,Los Angeles,Athletics,Athletics, Charmaine crooks,Canada,Women,4X400M Relay,Silver
1984,Los Angeles,Athletics,Athletics, Molly killingbeck,Canada,Women,4X400M Relay,Silver
1984,Los Angeles,Athletics,Athletics, Marita payne-wiggins,Canada,Women,4X400M Relay,Silver
1984,Los Angeles,Athletics,Athletics, Jillian richardson-briscoe,Canada,Women,4X400M Relay,Silver
1984,Los Angeles,Athletics,Athletics, Fita lovin,Romania,Women,800M,Bronze
1984,Los Angeles,Athletics,Athletics, Doina besliu-melinte,Romania,Women,800M,Gold
1984,Los Angeles,Athletics,Athletics, Kimberley Ann gallagher,USA,Women,800M,Silver
1984,Los Angeles,Athletics,Athletics, Florenta tacu-craiciunescu,Romania,Women,Discus Throw,Bronze
1984,Los Angeles,Athletics,Athletics, Ria G. stalman,Netherlands,Women,Discus Throw,Gold
1984,Los Angeles,Athletics,Athletics, Leslie Jean deniz,USA,Women,Discus Throw,Silver
1984,Los Angeles,Athletics,Athletics, Sabine everts,Germany,Women,Heptathlon,Bronze
1984,Los Angeles,Athletics,Athletics, Glyniss Leanne nunn-saunders-cearns,Australia,Women,Heptathlon,Gold
1984,Los Angeles,Athletics,Athletics, Jackie joyner-kersee,USA,Women,Heptathlon,Silver
1984,Los Angeles,Athletics,Athletics, Johanna Luann huntley,USA,Women,High Jump,Bronze
1984,Los Angeles,Athletics,Athletics, Ulrike meyfarth,Germany,Women,High Jump,Gold
1984,Los Angeles,Athletics,Athletics, Sara simeoni,Italy,Women,High Jump,Silver
1984,Los Angeles,Athletics,Athletics, Fatima whitbread,UK,Women,Javelin Throw,Bronze
1984,Los Angeles,Athletics,Athletics, Teresa sanderson,UK,Women,Javelin Throw,Gold
1984,Los Angeles,Athletics,Athletics, Kristiina lillak,Finland,Women,Javelin Throw,Silver
1984,Los Angeles,Athletics,Athletics, Susan hearnshaw,UK,Women,Long Jump,Bronze
1984,Los Angeles,Athletics,Athletics, Anisoara cusmir-stanciu,Romania,Women,Long Jump,Gold
1984,Los Angeles,Athletics,Athletics, Valeria (Vali) ionescu,Romania,Women,Long Jump,Silver
1984,Los Angeles,Athletics,Athletics, Rosa mota,Portugal,Women,Marathon,Bronze
1984,Los Angeles,Athletics,Athletics, Joan benoit,USA,Women,Marathon,Gold
1984,Los Angeles,Athletics,Athletics, Grete waitz-andersen,Norway,Women,Marathon,Silver
1984,Los Angeles,Athletics,Athletics, Gael mulhall-martin,Australia,Women,Shot Put,Bronze
1984,Los Angeles,Athletics,Athletics, Claudia losch,Germany,Women,Shot Put,Gold
1984,Los Angeles,Athletics,Athletics, Mihaela loghin,Romania,Women,Shot Put,Silver
1984,Los Angeles,Basketball,Basketball, Yan ba,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Yue-Fang chen,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Xuedi cong,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Xiao-Qin li,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Qing liu,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Chen qiu,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Xiao-Bo song,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Jun wang,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Li-Juan xiu,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Hui zhang,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Yue-Qin zhang,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Haixia zheng,China,Women,Basketball,Bronze
1984,Los Angeles,Basketball,Basketball, Catherine La Ora boswell,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Denise Marie curry,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Anne Theresa donovan,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Teresa edwards,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Ludi "Lea" henry,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Janice Faye lawrence,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Pamela Denise mcgee,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Carol Jean menken-schaudt,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Cheryl Deann miller,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Kimberly Duane mulkey,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Cindy Jo. noble,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Lynette woodard,USA,Women,Basketball,Gold
1984,Los Angeles,Basketball,Basketball, Aei-Young choi,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Kyung-Hee choi,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Myung-Hee jeong,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Eun-Sook kim,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Hwa-Soon kim,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Young-Hee kim,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Hyung-Sook lee,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Mi-Ja lee,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Kyung-Ja moon,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Chan-Sook park,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Yang-Gae park,South Korea,Women,Basketball,Silver
1984,Los Angeles,Basketball,Basketball, Jung-A sung,South Korea,Women,Basketball,Silver
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Annemarie derckx,Netherlands,Women,K-1 500M (Kayak Single),Bronze
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Agneta andersson,Sweden,Women,K-1 500M (Kayak Single),Gold
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Barbara schuttpelz,Germany,Women,K-1 500M (Kayak Single),Silver
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Josefa idem,Germany,Women,K-2 500M (Kayak Double),Bronze
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Barbara schuttpelz,Germany,Women,K-2 500M (Kayak Double),Bronze
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Agneta andersson,Sweden,Women,K-2 500M (Kayak Double),Gold
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Anna olsson,Sweden,Women,K-2 500M (Kayak Double),Gold
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Alexandra barre,Canada,Women,K-2 500M (Kayak Double),Silver
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Susan holloway,Canada,Women,K-2 500M (Kayak Double),Silver
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Alexandra barre,Canada,Women,K-4 500M (Kayak Four),Bronze
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Lucie guay,Canada,Women,K-4 500M (Kayak Four),Bronze
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Susan holloway,Canada,Women,K-4 500M (Kayak Four),Bronze
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Barbara olmstead,Canada,Women,K-4 500M (Kayak Four),Bronze
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Agafia constantin,Romania,Women,K-4 500M (Kayak Four),Gold
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Tecla marinescu,Romania,Women,K-4 500M (Kayak Four),Gold
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Nastasia nichitov-ionescu,Romania,Women,K-4 500M (Kayak Four),Gold
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Maria stefan,Romania,Women,K-4 500M (Kayak Four),Gold
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Agneta andersson,Sweden,Women,K-4 500M (Kayak Four),Silver
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Eva karlsson,Sweden,Women,K-4 500M (Kayak Four),Silver
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Anna olsson,Sweden,Women,K-4 500M (Kayak Four),Silver
1984,Los Angeles,Canoe / Kayak,Canoe / Kayak F, Susanne wiberg-gunnarsson,Sweden,Women,K-4 500M (Kayak Four),Silver
1984,Los Angeles,Cycling,Cycling Road, Sandra schumacher,Germany,Women,Individual Road Race,Bronze
1984,Los Angeles,Cycling,Cycling Road, Helen Constance carpenter-phinney,USA,Women,Individual Road Race,Gold
1984,Los Angeles,Cycling,Cycling Road, Rebecca Lynne twigg,USA,Women,Individual Road Race,Silver
1984,Los Angeles,Equestrian,Dressage,h:: marzog,Denmark,Women,Individual,Silver
1984,Los Angeles,Equestrian,Dressage, Anne Grethe jensen-tornblad,Denmark,Women,Individual,Silver
1984,Los Angeles,Equestrian,Dressage, Anne tornblad-jensen,Denmark,Women,Individual,Silver
1984,Los Angeles,Equestrian,Dressage, Ingamay bylund,Sweden,Women,Team,Bronze
1984,Los Angeles,Equestrian,Dressage, Ulla hakansson,Sweden,Women,Team,Bronze
1984,Los Angeles,Equestrian,Dressage, Louise nathorst,Sweden,Women,Team,Bronze
1984,Los Angeles,Equestrian,Dressage, Amy Catherine de bary,Switzerland,Women,Team,Silver
1984,Los Angeles,Equestrian,Dressage, Christine stueckelberger,Switzerland,Women,Team,Silver
1984,Los Angeles,Equestrian,Eventing, Virginia holgate-leng,UK,Women,Individual,Bronze
1984,Los Angeles,Equestrian,Eventing, Karen Elizabeth stives-lende,USA,Women,Individual,Silver
1984,Los Angeles,Equestrian,Eventing, Bettina overesch-boeker,Germany,Women,Team,Bronze
1984,Los Angeles,Equestrian,Eventing, Karen Elizabeth stives-lende,USA,Women,Team,Gold
1984,Los Angeles,Equestrian,Eventing, Diana clapham,UK,Women,Team,Silver
1984,Los Angeles,Equestrian,Eventing, Virginia holgate-leng,UK,Women,Team,Silver
1984,Los Angeles,Equestrian,Eventing, Lucinda prior-palmer-green,UK,Women,Team,Silver
1984,Los Angeles,Equestrian,Jumping, Adelheid robbiani,Switzerland,Women,Individual,Bronze
1984,Los Angeles,Equestrian,Jumping, Leslie Michele burr-howard,USA,Women,Team,Gold
1984,Los Angeles,Equestrian,Jumping, Melanie Ashworth smith,USA,Women,Team,Gold
1984,Los Angeles,Fencing,Fencing, Dorina vaccaroni,Italy,Women,Foil Individual,Bronze
1984,Los Angeles,Fencing,Fencing, Ju-Jie luan,China,Women,Foil Individual,Gold
1984,Los Angeles,Fencing,Fencing, Cornelia hanisch,Germany,Women,Foil Individual,Silver
1984,Los Angeles,Fencing,Fencing, Veronique brouquier,France,Women,Foil Team,Bronze
1984,Los Angeles,Fencing,Fencing, Brigitte latrille-gaudin,France,Women,Foil Team,Bronze
1984,Los Angeles,Fencing,Fencing, Anne meygret,France,Women,Foil Team,Bronze
1984,Los Angeles,Fencing,Fencing, Laurence modaine,France,Women,Foil Team,Bronze
1984,Los Angeles,Fencing,Fencing, Pascale trinquet-hachin,France,Women,Foil Team,Bronze
1984,Los Angeles,Fencing,Fencing, Sabine bischoff,Germany,Women,Foil Team,Gold
1984,Los Angeles,Fencing,Fencing, Zita-Eva funkenhauser,Germany,Women,Foil Team,Gold
1984,Los Angeles,Fencing,Fencing, Cornelia hanisch,Germany,Women,Foil Team,Gold
1984,Los Angeles,Fencing,Fencing, Ute kircheis-wessel,Germany,Women,Foil Team,Gold
1984,Los Angeles,Fencing,Fencing, Christiane weber,Germany,Women,Foil Team,Gold
1984,Los Angeles,Fencing,Fencing, Aurora dan,Romania,Women,Foil Team,Silver
1984,Los Angeles,Fencing,Fencing, Elisabeta guzganu-tufan,Romania,Women,Foil Team,Silver
1984,Los Angeles,Fencing,Fencing, Marcela moldovan-zsak,Romania,Women,Foil Team,Silver
1984,Los Angeles,Fencing,Fencing, Rozalia oros,Romania,Women,Foil Team,Silver
1984,Los Angeles,Fencing,Fencing, Monika weber-koszto,Romania,Women,Foil Team,Silver
1984,Los Angeles,Gymnastics,Artistic G., Kathleen Ann johnson,USA,Women,Balance Beam,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Simona pauca,Romania,Women,Balance Beam,Gold
1984,Los Angeles,Gymnastics,Artistic G., Ecaterina szabo,Romania,Women,Balance Beam,Gold
1984,Los Angeles,Gymnastics,Artistic G., Mary-Lou retton,USA,Women,Floor Exercises,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Ecaterina szabo,Romania,Women,Floor Exercises,Gold
1984,Los Angeles,Gymnastics,Artistic G., Julianne Lyn mcnamara,USA,Women,Floor Exercises,Silver
1984,Los Angeles,Gymnastics,Artistic G., Simona pauca,Romania,Women,Individual All-Round,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Mary-Lou retton,USA,Women,Individual All-Round,Gold
1984,Los Angeles,Gymnastics,Artistic G., Ecaterina szabo,Romania,Women,Individual All-Round,Silver
1984,Los Angeles,Gymnastics,Artistic G., Youg-Yan chen,China,Women,Team Competition,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Qun huang,China,Women,Team Competition,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Yan-Hong ma,China,Women,Team Competition,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Jia-Ni wu,China,Women,Team Competition,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Ping zhou,China,Women,Team Competition,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Qiu-Rui zhou,China,Women,Team Competition,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Lavinia agache,Romania,Women,Team Competition,Gold
1984,Los Angeles,Gymnastics,Artistic G., Laura cutina,Romania,Women,Team Competition,Gold
1984,Los Angeles,Gymnastics,Artistic G., Cristina Elena grigoras,Romania,Women,Team Competition,Gold
1984,Los Angeles,Gymnastics,Artistic G., Simona pauca,Romania,Women,Team Competition,Gold
1984,Los Angeles,Gymnastics,Artistic G., Mihaela stanulet,Romania,Women,Team Competition,Gold
1984,Los Angeles,Gymnastics,Artistic G., Ecaterina szabo,Romania,Women,Team Competition,Gold
1984,Los Angeles,Gymnastics,Artistic G., Pamela Jean bilek,USA,Women,Team Competition,Silver
1984,Los Angeles,Gymnastics,Artistic G., Michelle Hollis dusserre,USA,Women,Team Competition,Silver
1984,Los Angeles,Gymnastics,Artistic G., Kathleen Ann johnson,USA,Women,Team Competition,Silver
1984,Los Angeles,Gymnastics,Artistic G., Julianne Lyn mcnamara,USA,Women,Team Competition,Silver
1984,Los Angeles,Gymnastics,Artistic G., Mary-Lou retton,USA,Women,Team Competition,Silver
1984,Los Angeles,Gymnastics,Artistic G., Tracee Ann talavera,USA,Women,Team Competition,Silver
1984,Los Angeles,Gymnastics,Artistic G., Mary-Lou retton,USA,Women,Uneven Bars,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Yan-Hong ma,China,Women,Uneven Bars,Gold
1984,Los Angeles,Gymnastics,Artistic G., Julianne Lyn mcnamara,USA,Women,Uneven Bars,Gold
1984,Los Angeles,Gymnastics,Artistic G., Lavinia agache,Romania,Women,Vault,Bronze
1984,Los Angeles,Gymnastics,Artistic G., Ecaterina szabo,Romania,Women,Vault,Gold
1984,Los Angeles,Gymnastics,Artistic G., Mary-Lou retton,USA,Women,Vault,Silver
1984,Los Angeles,Gymnastics,Rhythmic G., Regina weber,Germany,Women,Individual All-Round,Bronze
1984,Los Angeles,Gymnastics,Rhythmic G., Lori fung,Canada,Women,Individual All-Round,Gold
1984,Los Angeles,Gymnastics,Rhythmic G., Doina staiculescu,Romania,Women,Individual All-Round,Silver
1984,Los Angeles,Handball,Handball, Zhen chen,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Xiu-Min gao,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Jian-Ping he,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Lan li,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Li-Ping liu,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Yu-Mei liu,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Xiu-Lan sun,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Lin-Wei wang,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Ming-Xing wang,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Xing-Jiang wu,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Pei-Jun zhang,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Wei-Hong zhang,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Jue-Feng zhu,China,Women,Handball,Bronze
1984,Los Angeles,Handball,Handball, Svetlana anastasovski,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Alenka cuderman,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Slavica djukic,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Dragica djuric,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Mirjana djurica,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Emilija ercic,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Ljubinka jankovic,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Svetlana kitic-dasic,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Jasna merdan-kolar,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Ljiljana mugosa,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Svetlana mugosa-antit,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Mirjana ognjenovic,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Zorica pavisevic,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Jasna ptujec,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Biserka visnjic,Serbia,Women,Handball,Gold
1984,Los Angeles,Handball,Handball, Hwa-Soo han,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Hyoi-Soon jeong,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Soon-Bok jeong,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Choon-Rye kim,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Kyung-Soon kim,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Mi-Sook kim,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Ok-Hwa kim,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Soon-Ei lee,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Young-Ja lee,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Mi-Ha son,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Kyung-Hwa sung,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Byung-Soon yoon,South Korea,Women,Handball,Silver
1984,Los Angeles,Handball,Handball, Soo-Kyung yoon,South Korea,Women,Handball,Silver
1984,Los Angeles,Hockey,Hockey, Elizabeth Rambo anders,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Elizabeth Anne beglin,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Regina E. buggy,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Gwen Wentz cheeseman,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Sheryl Ann johnson,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Christine larson-mason,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Kathleen Ann mccahey,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Anita Corl miller,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Leslie Woods milne,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Charlene Frances morett,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Diane Marie moyer,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Marcella Jeanette place,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Karen Christina shelton,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Brenda Lee stauffer,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Julia Ann staver,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Judith Ann strong,USA,Women,Hockey,Bronze
1984,Los Angeles,Hockey,Hockey, Carina benninga,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Josephine boekhorst,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Maria Yolanda C. bolhuis-eijsvogel,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Bernadette de beus,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Irene hendriks,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Francisca hillen,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Alexandra le poole,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Anne Lucia (Anneloes) nieuwewnhuizen,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Martine ohr,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Alette pos,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Elisabeth Anthonius sevens,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Marieke Birgitta van doorn,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Aletta van manen,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Sophie Pauline von weiler,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Laurien willemse,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Margriet zegers,Netherlands,Women,Hockey,Gold
1984,Los Angeles,Hockey,Hockey, Gabriele Marion appel,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Dagmar breiken-bremer,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Beate deininger,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Elke drull,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Birgit hagen,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Birgit hahn,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Martina koch-hallmen,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Sigrid landgraf,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Corinna lingnau,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Christina moser,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Patricia ott,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Hella roth,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Gabriele schley-schöwe,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Susanne Leonie schmid,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Ursula thielemann,Germany,Women,Hockey,Silver
1984,Los Angeles,Hockey,Hockey, Andrea weiermann-lietz,Germany,Women,Hockey,Silver
1984,Los Angeles,Rowing,Rowing, Daniele laumann,Canada,Women,Double Sculls (2X),Bronze
1984,Los Angeles,Rowing,Rowing, Silken Suzette laumann,Canada,Women,Double Sculls (2X),Bronze
1984,Los Angeles,Rowing,Rowing, Elisabeta lipa,Romania,Women,Double Sculls (2X),Gold
1984,Los Angeles,Rowing,Rowing, Marioara popescu,Romania,Women,Double Sculls (2X),Gold
1984,Los Angeles,Rowing,Rowing, Greet hellemans,Netherlands,Women,Double Sculls (2X),Silver
1984,Los Angeles,Rowing,Rowing, Nicolette hellemans,Netherlands,Women,Double Sculls (2X),Silver
1984,Los Angeles,Rowing,Rowing, Lynda cornet,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Greet hellemans,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Nicolette hellemans,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Martha laurijsen,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Catalien neelissen,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Anne-Marie quist,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Willemientje vaandrager,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Marieke van drogenbroek,Netherlands,Women,Eight With Coxswain (8+),Bronze
1984,Los Angeles,Rowing,Rowing, Harriet van ettekoven,Netherlands,Women,Eight With Coxswain (8+),Bronze
