Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
1900,Paris,Golf,Golf, Daria pratt,USA,Women,Individual,Bronze
1900,Paris,Golf,Golf, Margaret Ives abbott,USA,Women,Individual,Gold
1900,Paris,Golf,Golf, Pauline whittier,USA,Women,Individual,Silver
1900,Paris,Tennis,Tennis, Marion jones,ZZX,Women,Mixed Doubles,Bronze
1900,Paris,Tennis,Tennis, Hedwig rosenbaum,ZZX,Women,Mixed Doubles,Bronze
1900,Paris,Tennis,Tennis, Charlotte cooper,UK,Women,Mixed Doubles,Gold
1900,Paris,Tennis,Tennis, Hélène prevost,ZZX,Women,Mixed Doubles,Silver
1900,Paris,Tennis,Tennis, Marion jones,USA,Women,Singles,Bronze
1900,Paris,Tennis,Tennis, Hedwig rosenbaum,Czech Republic,Women,Singles,Bronze
1900,Paris,Tennis,Tennis, Charlotte cooper,UK,Women,Singles,Gold
1900,Paris,Tennis,Tennis, Hélène prevost,France,Women,Singles,Silver
1904,St Louis,Archery,Archery, Jessie pollock,USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Bronze
1904,St Louis,Archery,Archery, Matilda Scott howell,USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Gold
1904,St Louis,Archery,Archery, Emma C. cooke,USA,Women,Double Columbia Round (50Y - 40Y - 30Y),Silver
1904,St Louis,Archery,Archery, Jessie pollock,USA,Women,Double National Round (60Y - 50Y),Bronze
1904,St Louis,Archery,Archery, Matilda Scott howell,USA,Women,Double National Round (60Y - 50Y),Gold
1904,St Louis,Archery,Archery, Emma C. cooke,USA,Women,Double National Round (60Y - 50Y),Silver
1904,St Louis,Archery,Archery, Matilda Scott howell,USA,Women,Teams Fita Round,Gold
1904,St Louis,Archery,Archery, Jessie pollock,USA,Women,Teams Fita Round,Gold
1904,St Louis,Archery,Archery, Louise taylor,USA,Women,Teams Fita Round,Gold
1904,St Louis,Archery,Archery, Laura woodruff,USA,Women,Teams Fita Round,Gold
1904,St Louis,Archery,Archery, Emma C. cooke,USA,Women,Teams Fita Round,Silver
1904,St Louis,Archery,Archery, Mabel taylor,USA,Women,Teams Fita Round,Silver
1908,London,Archery,Archery, Beatrice Geraldine hill-lowe,UK,Women,National Round (60Y - 50Y),Bronze
1908,London,Archery,Archery, Sybil Fenton Quenni newall,UK,Women,National Round (60Y - 50Y),Gold
1908,London,Archery,Archery, Charlotte dod,UK,Women,National Round (60Y - 50Y),Silver
1908,London,Skating,Figure skating, Dorothy greenhough-smith,Germany,Women,Individual,Bronze
1908,London,Skating,Figure skating, Florence syers,UK,Women,Individual,Gold
1908,London,Skating,Figure skating, Else rendschmidt,Germany,Women,Individual,Silver
1908,London,Skating,Figure skating, Florence syers,UK,Women,Pairs,Bronze
1908,London,Skating,Figure skating, Anna hübler,Germany,Women,Pairs,Gold
1908,London,Skating,Figure skating, Phyllis johnson,UK,Women,Pairs,Silver
1908,London,Tennis,Tennis, Ruth Joan winch,UK,Women,Singles,Bronze
1908,London,Tennis,Tennis, Dorothy Katherine chambers,UK,Women,Singles,Gold
1908,London,Tennis,Tennis, Penelope Dora Harvey boothby,UK,Women,Singles,Silver
1908,London,Tennis,Tennis, Märtha adlerstrahle,Sweden,Women,Singles Indoor,Bronze
1908,London,Tennis,Tennis, Gwendoline eastlake-smith,UK,Women,Singles Indoor,Gold
1908,London,Tennis,Tennis, Angela Nora G. greene,UK,Women,Singles Indoor,Silver
1912,Stockholm,Aquatics,Diving, Isabella Mary white,UK,Women,10M Platform,Bronze
1912,Stockholm,Aquatics,Diving, Greta johansson,Sweden,Women,10M Platform,Gold
1912,Stockholm,Aquatics,Diving, Lisa regnell,Sweden,Women,10M Platform,Silver
1912,Stockholm,Aquatics,Swimming, Jennie fletcher,UK,Women,100M Freestyle,Bronze
1912,Stockholm,Aquatics,Swimming, Fanny durack,Australia,Women,100M Freestyle,Gold
1912,Stockholm,Aquatics,Swimming, Wilhelmina wylie,Australia,Women,100M Freestyle,Silver
1912,Stockholm,Aquatics,Swimming, Margarete adler,Austria,Women,4X100M Freestyle Relay,Bronze
1912,Stockholm,Aquatics,Swimming, Klara milch,Austria,Women,4X100M Freestyle Relay,Bronze
1912,Stockholm,Aquatics,Swimming, Josephine sticker,Austria,Women,4X100M Freestyle Relay,Bronze
1912,Stockholm,Aquatics,Swimming, Bertha zahourek,Austria,Women,4X100M Freestyle Relay,Bronze
1912,Stockholm,Aquatics,Swimming, Jennie fletcher,UK,Women,4X100M Freestyle Relay,Gold
1912,Stockholm,Aquatics,Swimming, Isabella Mary moore,UK,Women,4X100M Freestyle Relay,Gold
1912,Stockholm,Aquatics,Swimming, Annie speirs,UK,Women,4X100M Freestyle Relay,Gold
1912,Stockholm,Aquatics,Swimming, Irene steer,UK,Women,4X100M Freestyle Relay,Gold
1912,Stockholm,Aquatics,Swimming, Wally dressel,Germany,Women,4X100M Freestyle Relay,Silver
1912,Stockholm,Aquatics,Swimming, Louise otto,Germany,Women,4X100M Freestyle Relay,Silver
1912,Stockholm,Aquatics,Swimming, Grete rosenberg,Germany,Women,4X100M Freestyle Relay,Silver
1912,Stockholm,Aquatics,Swimming, Hermine stindt,Germany,Women,4X100M Freestyle Relay,Silver
1912,Stockholm,Tennis,Tennis, Marguerite broquedis,France,Women,Mixed Doubles,Bronze
1912,Stockholm,Tennis,Tennis, Dora köring,Germany,Women,Mixed Doubles,Gold
1912,Stockholm,Tennis,Tennis, Sigrid fick,Sweden,Women,Mixed Doubles,Silver
1912,Stockholm,Tennis,Tennis, Sigrid fick,Sweden,Women,Mixed Doubles Indoor,Bronze
1912,Stockholm,Tennis,Tennis, Edith Margaret hannam,UK,Women,Mixed Doubles Indoor,Gold
1912,Stockholm,Tennis,Tennis, Francis Helen aitchison,UK,Women,Mixed Doubles Indoor,Silver
1912,Stockholm,Tennis,Tennis, Anne Margrethe bjurstedt,Norway,Women,Singles,Bronze
1912,Stockholm,Tennis,Tennis, Marguerite broquedis,France,Women,Singles,Gold
1912,Stockholm,Tennis,Tennis, Dora köring,Germany,Women,Singles,Silver
1912,Stockholm,Tennis,Tennis, Mabel Branwell parton,UK,Women,Singles Indoor,Bronze
1912,Stockholm,Tennis,Tennis, Edith Margaret hannam,UK,Women,Singles Indoor,Gold
1912,Stockholm,Tennis,Tennis, Thora Gerda Sophie castenschiold,Denmark,Women,Singles Indoor,Silver
1920,Antwerp,Aquatics,Diving, Eva ollivier,Sweden,Women,10M Platform,Bronze
1920,Antwerp,Aquatics,Diving, Stefani fryland clausen,Denmark,Women,10M Platform,Gold
1920,Antwerp,Aquatics,Diving, Beatrix Eileen armstrong,UK,Women,10M Platform,Silver
1920,Antwerp,Aquatics,Diving, Thelma payne,USA,Women,3M Springboard,Bronze
1920,Antwerp,Aquatics,Diving, Aileen riggin,USA,Women,3M Springboard,Gold
1920,Antwerp,Aquatics,Diving, Helen wainwright,USA,Women,3M Springboard,Silver
1920,Antwerp,Aquatics,Swimming, Frances schroth,USA,Women,100M Freestyle,Bronze
1920,Antwerp,Aquatics,Swimming, Ethelda bleibtrey,USA,Women,100M Freestyle,Gold
1920,Antwerp,Aquatics,Swimming, Irene guest,USA,Women,100M Freestyle,Silver
1920,Antwerp,Aquatics,Swimming, Frances schroth,USA,Women,400M Freestyle,Bronze
1920,Antwerp,Aquatics,Swimming, Ethelda bleibtrey,USA,Women,400M Freestyle,Gold
1920,Antwerp,Aquatics,Swimming, Margaret woodbridge,USA,Women,400M Freestyle,Silver
1920,Antwerp,Aquatics,Swimming, Aina berg,Sweden,Women,4X100M Freestyle Relay,Bronze
1920,Antwerp,Aquatics,Swimming, Jane gylling,Sweden,Women,4X100M Freestyle Relay,Bronze
1920,Antwerp,Aquatics,Swimming, Emy machnow,Sweden,Women,4X100M Freestyle Relay,Bronze
1920,Antwerp,Aquatics,Swimming, Karin nilsson,Sweden,Women,4X100M Freestyle Relay,Bronze
1920,Antwerp,Aquatics,Swimming, Ethelda bleibtrey,USA,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming, Irene guest,USA,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming, Frances schroth,USA,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming, Margaret woodbridge,USA,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming, Hilda james,UK,Women,4X100M Freestyle Relay,Silver
1920,Antwerp,Aquatics,Swimming, Constance Mabel jeans,UK,Women,4X100M Freestyle Relay,Silver
1920,Antwerp,Aquatics,Swimming, Grace mac kenzie,UK,Women,4X100M Freestyle Relay,Silver
1920,Antwerp,Aquatics,Swimming, Charlotte radcliffe,UK,Women,4X100M Freestyle Relay,Silver
1920,Antwerp,Sailing,Sailing, Dorothy wright,UK,Women,7M,Gold
1920,Antwerp,Skating,Figure skating, Theresa blanchard,USA,Women,Individual,Bronze
1920,Antwerp,Skating,Figure skating, Magda julin-mauroy,Sweden,Women,Individual,Gold
1920,Antwerp,Skating,Figure skating, Svea noren,Sweden,Women,Individual,Silver
1920,Antwerp,Skating,Figure skating, Phyllis johnson,UK,Women,Pairs,Bronze
1920,Antwerp,Skating,Figure skating, Ludowika jakobsson,Finland,Women,Pairs,Gold
1920,Antwerp,Skating,Figure skating, Alexia bryn,Norway,Women,Pairs,Silver
1920,Antwerp,Tennis,Tennis, Elisabeth d'ayen,France,Women,Doubles,Bronze
1920,Antwerp,Tennis,Tennis, Suzanne lenglen,France,Women,Doubles,Bronze
1920,Antwerp,Tennis,Tennis, Kathleen mckane,UK,Women,Doubles,Gold
1920,Antwerp,Tennis,Tennis, Winifred Margaret mcnair,UK,Women,Doubles,Gold
1920,Antwerp,Tennis,Tennis, Winifred Geraldine beamish,UK,Women,Doubles,Silver
1920,Antwerp,Tennis,Tennis, Edith Dorothy holman,UK,Women,Doubles,Silver
1920,Antwerp,Tennis,Tennis, Milada skrbkova,Czech Republic,Women,Mixed Doubles,Bronze
1920,Antwerp,Tennis,Tennis, Suzanne lenglen,France,Women,Mixed Doubles,Gold
1920,Antwerp,Tennis,Tennis, Kathleen mckane,UK,Women,Mixed Doubles,Silver
1920,Antwerp,Tennis,Tennis, Kathleen mckane,UK,Women,Singles,Bronze
1920,Antwerp,Tennis,Tennis, Suzanne lenglen,France,Women,Singles,Gold
1920,Antwerp,Tennis,Tennis, Edith Dorothy holman,UK,Women,Singles,Silver
1924,Paris,Aquatics,Diving, Hjördis töpel,Sweden,Women,10M Platform,Bronze
1924,Paris,Aquatics,Diving, Caroline smith,USA,Women,10M Platform,Gold
1924,Paris,Aquatics,Diving, Elizabeth becker-pinkston,USA,Women,10M Platform,Silver
1924,Paris,Aquatics,Diving, Caroline fletcher,USA,Women,3M Springboard,Bronze
1924,Paris,Aquatics,Diving, Elizabeth becker-pinkston,USA,Women,3M Springboard,Gold
1924,Paris,Aquatics,Diving, Aileen riggin,USA,Women,3M Springboard,Silver
1924,Paris,Aquatics,Swimming, Aileen riggin,USA,Women,100M Backstroke,Bronze
1924,Paris,Aquatics,Swimming, Sybil bauer,USA,Women,100M Backstroke,Gold
1924,Paris,Aquatics,Swimming, Phyllis harding,UK,Women,100M Backstroke,Silver
1924,Paris,Aquatics,Swimming, Gertrude ederle,USA,Women,100M Freestyle,Bronze
1924,Paris,Aquatics,Swimming, Ethel lackie,USA,Women,100M Freestyle,Gold
1924,Paris,Aquatics,Swimming, Mariechen wehselau,USA,Women,100M Freestyle,Silver
1924,Paris,Aquatics,Swimming, Gladys carson,UK,Women,200M Breaststroke,Bronze
1924,Paris,Aquatics,Swimming, Lucille morton,UK,Women,200M Breaststroke,Gold
1924,Paris,Aquatics,Swimming, Agnes geraghty,USA,Women,200M Breaststroke,Silver
1924,Paris,Aquatics,Swimming, Gertrude ederle,USA,Women,400M Freestyle,Bronze
1924,Paris,Aquatics,Swimming, Martha norelius,USA,Women,400M Freestyle,Gold
1924,Paris,Aquatics,Swimming, Helen wainwright,USA,Women,400M Freestyle,Silver
1924,Paris,Aquatics,Swimming, Aina berg,Sweden,Women,4X100M Freestyle Relay,Bronze
1924,Paris,Aquatics,Swimming, Gurli ewerlund,Sweden,Women,4X100M Freestyle Relay,Bronze
1924,Paris,Aquatics,Swimming, Jane gylling,Sweden,Women,4X100M Freestyle Relay,Bronze
1924,Paris,Aquatics,Swimming, Wivan pettersson,Sweden,Women,4X100M Freestyle Relay,Bronze
1924,Paris,Aquatics,Swimming, Hjördis töpel,Sweden,Women,4X100M Freestyle Relay,Bronze
1924,Paris,Aquatics,Swimming, Euphrasia donnelly,USA,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming, Gertrude ederle,USA,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming, Ethel lackie,USA,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming, Martha norelius,USA,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming, Helen wainwright,USA,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming, Mariechen wehselau,USA,Women,4X100M Freestyle Relay,Gold
1924,Paris,Aquatics,Swimming, Florence barker,UK,Women,4X100M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming, P. gant,UK,Women,4X100M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming, J. E. hatch,UK,Women,4X100M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming, Constance Mabel jeans,UK,Women,4X100M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming, Grace mac kenzie,UK,Women,4X100M Freestyle Relay,Silver
1924,Paris,Aquatics,Swimming, Irene Vera tanner,UK,Women,4X100M Freestyle Relay,Silver
1924,Paris,Equestrian,Eventing,anita,Sweden,Women,Team,Silver
1924,Paris,Fencing,Fencing, Grete heckscher,Denmark,Women,Foil Individual,Bronze
1924,Paris,Fencing,Fencing, Ellen Ottilia osiier,Denmark,Women,Foil Individual,Gold
1924,Paris,Fencing,Fencing, Gladis Muriel davis,UK,Women,Foil Individual,Silver
1924,Paris,Tennis,Tennis, Evelyn Lucy colyer,UK,Women,Doubles,Bronze
1924,Paris,Tennis,Tennis, Dorothy Cunliffe shepherd barron,UK,Women,Doubles,Bronze
1924,Paris,Tennis,Tennis, Hazel Virginia wightman,USA,Women,Doubles,Gold
1924,Paris,Tennis,Tennis, Helen wills-moody,USA,Women,Doubles,Gold
1924,Paris,Tennis,Tennis, Phyllis Lindrea covell,UK,Women,Doubles,Silver
1924,Paris,Tennis,Tennis, Kathleen mac kane,UK,Women,Doubles,Silver
1924,Paris,Tennis,Tennis, Cornelia bouman,Netherlands,Women,Mixed Doubles,Bronze
1924,Paris,Tennis,Tennis, Hazel Virginia wightman,USA,Women,Mixed Doubles,Gold
1924,Paris,Tennis,Tennis, Marion jessup,USA,Women,Mixed Doubles,Silver
1924,Paris,Tennis,Tennis, Kathleen mac kane,UK,Women,Singles,Bronze
1924,Paris,Tennis,Tennis, Helen wills-moody,USA,Women,Singles,Gold
1924,Paris,Tennis,Tennis, Julie P. vlasto,France,Women,Singles,Silver
1928,Amsterdam,Aquatics,Diving, Laura sjöqvist,Sweden,Women,10M Platform,Bronze
1928,Amsterdam,Aquatics,Diving, Elizabeth becker-pinkston,USA,Women,10M Platform,Gold
1928,Amsterdam,Aquatics,Diving, Georgia V. coleman,USA,Women,10M Platform,Silver
1928,Amsterdam,Aquatics,Diving, Georgia V. coleman,USA,Women,3M Springboard,Bronze
1928,Amsterdam,Aquatics,Diving, Helen meany,USA,Women,3M Springboard,Gold
1928,Amsterdam,Aquatics,Diving, Dorothy poynton-hill,USA,Women,3M Springboard,Silver
1928,Amsterdam,Aquatics,Swimming, Margaret Joyce cooper,UK,Women,100M Backstroke,Bronze
1928,Amsterdam,Aquatics,Swimming, Maria Johanna braun,Netherlands,Women,100M Backstroke,Gold
1928,Amsterdam,Aquatics,Swimming, Ellen Elizabeth king,UK,Women,100M Backstroke,Silver
1928,Amsterdam,Aquatics,Swimming, Margaret Joyce cooper,UK,Women,100M Freestyle,Bronze
1928,Amsterdam,Aquatics,Swimming, Albina Lucy osipowich,USA,Women,100M Freestyle,Gold
1928,Amsterdam,Aquatics,Swimming, Eleanor saville,USA,Women,100M Freestyle,Silver
1928,Amsterdam,Aquatics,Swimming, Charlotte mühe,Germany,Women,200M Breaststroke,Bronze
1928,Amsterdam,Aquatics,Swimming, Hilde schrader,Germany,Women,200M Breaststroke,Gold
1928,Amsterdam,Aquatics,Swimming, Mietje baron,Netherlands,Women,200M Breaststroke,Silver
1928,Amsterdam,Aquatics,Swimming, Josephine E. mckim,USA,Women,400M Freestyle,Bronze
1928,Amsterdam,Aquatics,Swimming, Martha norelius,USA,Women,400M Freestyle,Gold
1928,Amsterdam,Aquatics,Swimming, Maria Johanna braun,Netherlands,Women,400M Freestyle,Silver
1928,Amsterdam,Aquatics,Swimming, Marie E. redford,South Africa,Women,4X100M Freestyle Relay,Bronze
1928,Amsterdam,Aquatics,Swimming, Rhoda rennie,South Africa,Women,4X100M Freestyle Relay,Bronze
1928,Amsterdam,Aquatics,Swimming, Kathleen russell,South Africa,Women,4X100M Freestyle Relay,Bronze
1928,Amsterdam,Aquatics,Swimming, Frederica Johanna van der goes,South Africa,Women,4X100M Freestyle Relay,Bronze
1928,Amsterdam,Aquatics,Swimming, Adelaide T. lambert,USA,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming, Martha norelius,USA,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming, Albina Lucy osipowich,USA,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming, Eleanor saville,USA,Women,4X100M Freestyle Relay,Gold
1928,Amsterdam,Aquatics,Swimming, Margaret Joyce cooper,UK,Women,4X100M Freestyle Relay,Silver
1928,Amsterdam,Aquatics,Swimming, Ellen Elizabeth king,UK,Women,4X100M Freestyle Relay,Silver
1928,Amsterdam,Aquatics,Swimming, Sarah Gillow Marshal stewart,UK,Women,4X100M Freestyle Relay,Silver
1928,Amsterdam,Aquatics,Swimming, Vera tanner,UK,Women,4X100M Freestyle Relay,Silver
1928,Amsterdam,Athletics,Athletics, Ethel M. smith,Canada,Women,100M,Bronze
1928,Amsterdam,Athletics,Athletics, Elizabeth robinson,USA,Women,100M,Gold
1928,Amsterdam,Athletics,Athletics, Fanny rosenfeld,Canada,Women,100M,Silver
1928,Amsterdam,Athletics,Athletics, Anny holdmann,Germany,Women,4X100M Relay,Bronze
1928,Amsterdam,Athletics,Athletics, Helene junker,Germany,Women,4X100M Relay,Bronze
1928,Amsterdam,Athletics,Athletics, Rose kellner,Germany,Women,4X100M Relay,Bronze
1928,Amsterdam,Athletics,Athletics, Helene "Leni" schmidt,Germany,Women,4X100M Relay,Bronze
1928,Amsterdam,Athletics,Athletics, Myrtle Alice cook,Canada,Women,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics, Fanny rosenfeld,Canada,Women,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics, Ethel M. smith,Canada,Women,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics, Jean thompson,Canada,Women,4X100M Relay,Gold
1928,Amsterdam,Athletics,Athletics, Jessica West cross,USA,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics, Loretta T. mcneil,USA,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics, Elizabeth robinson,USA,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics, Mary T. washburn,USA,Women,4X100M Relay,Silver
1928,Amsterdam,Athletics,Athletics, Inga K. gentzel,Sweden,Women,800M,Bronze
1928,Amsterdam,Athletics,Athletics, Karoline "Lina" radke,Germany,Women,800M,Gold
1928,Amsterdam,Athletics,Athletics, Kinue hitomi,Japan,Women,800M,Silver
1928,Amsterdam,Athletics,Athletics, Ruth A. svedberg,Sweden,Women,Discus Throw,Bronze
1928,Amsterdam,Athletics,Athletics, Halina konopacka,Poland,Women,Discus Throw,Gold
1928,Amsterdam,Athletics,Athletics, Lillian copeland,USA,Women,Discus Throw,Silver
1928,Amsterdam,Athletics,Athletics, Mildred Olive wiley,USA,Women,High Jump,Bronze
1928,Amsterdam,Athletics,Athletics, Ethel catherwood,Canada,Women,High Jump,Gold
1928,Amsterdam,Athletics,Athletics, Carolina Anna gisolf,Netherlands,Women,High Jump,Silver
1928,Amsterdam,Equestrian,Jumping,pepita,Switzerland,Women,Individual,Bronze
1928,Amsterdam,Fencing,Fencing, Olga oelkers,Germany,Women,Foil Individual,Bronze
1928,Amsterdam,Fencing,Fencing, Helene mayer,Germany,Women,Foil Individual,Gold
1928,Amsterdam,Fencing,Fencing, Muriel B. freeman,UK,Women,Foil Individual,Silver
1928,Amsterdam,Gymnastics,Artistic G., Annie broadbent,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Lucy desmond,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Margaret B. hartley,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Amy C. jagger,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Isobel M. R. judd,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Jessie T. kite,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Marjorie moreman,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Edith Carrie pickles,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Ethel seymour,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Ada smith,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Hilda smith,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Doris woods,UK,Women,Team Competition,Bronze
1928,Amsterdam,Gymnastics,Artistic G., Estella agsteribbe,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Petronella burgerhof,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Elka de levie,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Helena nordheim,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Ans polak,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Jud simons,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Jacoba Cornelia stelma,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Jacomina van den berg,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Alida Johanna van den bos,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Anna Maria van der vegt,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Petronella Phillemina Johanna van randwijk,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Hendrika Alida van rumt,Netherlands,Women,Team Competition,Gold
1928,Amsterdam,Gymnastics,Artistic G., Bianca ambrosetti,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Lavinia gianoni,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Luigina giavotti,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Virginia giorgi,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Germana malabarba,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Clara marangoni,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Luigina perversi,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Diana pizzavini,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Luisa tanzini,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Carolina tronconi,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Ines vercesi,Italy,Women,Team Competition,Silver
1928,Amsterdam,Gymnastics,Artistic G., Rita vittadini,Italy,Women,Team Competition,Silver
1928,Amsterdam,Sailing,Sailing, Virginie heriot,France,Women,8M,Gold
1932,Los Angeles,Aquatics,Diving, Marion Dale roper,USA,Women,10M Platform,Bronze
1932,Los Angeles,Aquatics,Diving, Dorothy poynton-hill,USA,Women,10M Platform,Gold
1932,Los Angeles,Aquatics,Diving, Georgia V. coleman,USA,Women,10M Platform,Silver
1932,Los Angeles,Aquatics,Diving, Jane fauntz,USA,Women,3M Springboard,Bronze
1932,Los Angeles,Aquatics,Diving, Georgia V. coleman,USA,Women,3M Springboard,Gold
1932,Los Angeles,Aquatics,Diving, Katherine Louise rawls,USA,Women,3M Springboard,Silver
1932,Los Angeles,Aquatics,Swimming, Elizabeth Valerie davies,UK,Women,100M Backstroke,Bronze
1932,Los Angeles,Aquatics,Swimming, Eleanor holm,USA,Women,100M Backstroke,Gold
1932,Los Angeles,Aquatics,Swimming, Philomenia Alecia mealing,Australia,Women,100M Backstroke,Silver
1932,Los Angeles,Aquatics,Swimming, Eleanor saville,USA,Women,100M Freestyle,Bronze
1932,Los Angeles,Aquatics,Swimming, Helene madison,USA,Women,100M Freestyle,Gold
1932,Los Angeles,Aquatics,Swimming, Willemyntje (Willy) den ouden,Netherlands,Women,100M Freestyle,Silver
1932,Los Angeles,Aquatics,Swimming, Else Agnes Ella jacobsen,Denmark,Women,200M Breaststroke,Bronze
1932,Los Angeles,Aquatics,Swimming, Clare dennis,Australia,Women,200M Breaststroke,Gold
1932,Los Angeles,Aquatics,Swimming, Hideko maehata,Japan,Women,200M Breaststroke,Silver
1932,Los Angeles,Aquatics,Swimming, Jenny maakal,South Africa,Women,400M Freestyle,Bronze
1932,Los Angeles,Aquatics,Swimming, Helene madison,USA,Women,400M Freestyle,Gold
1932,Los Angeles,Aquatics,Swimming, Lenore kight-wingard,USA,Women,400M Freestyle,Silver
1932,Los Angeles,Aquatics,Swimming, Margaret Joyce cooper,UK,Women,4X100M Freestyle Relay,Bronze
1932,Los Angeles,Aquatics,Swimming, Elizabeth Valerie davies,UK,Women,4X100M Freestyle Relay,Bronze
1932,Los Angeles,Aquatics,Swimming, Edna Tildesley hughes,UK,Women,4X100M Freestyle Relay,Bronze
1932,Los Angeles,Aquatics,Swimming, Helen Gradwell varcoe,UK,Women,4X100M Freestyle Relay,Bronze
1932,Los Angeles,Aquatics,Swimming, Helen Eileen johns,USA,Women,4X100M Freestyle Relay,Gold
1932,Los Angeles,Aquatics,Swimming, Helene madison,USA,Women,4X100M Freestyle Relay,Gold
1932,Los Angeles,Aquatics,Swimming, Josephine E. mckim,USA,Women,4X100M Freestyle Relay,Gold
1932,Los Angeles,Aquatics,Swimming, Eleanor saville,USA,Women,4X100M Freestyle Relay,Gold
1932,Los Angeles,Aquatics,Swimming, Willemyntje (Willy) den ouden,Netherlands,Women,4X100M Freestyle Relay,Silver
1932,Los Angeles,Aquatics,Swimming, Cornelia ladde,Netherlands,Women,4X100M Freestyle Relay,Silver
1932,Los Angeles,Aquatics,Swimming, Maria Petronella oversloot,Netherlands,Women,4X100M Freestyle Relay,Silver
1932,Los Angeles,Aquatics,Swimming, Maria vierdag,Netherlands,Women,4X100M Freestyle Relay,Silver
1932,Los Angeles,Athletics,Athletics, Wilhelmina von bremen,USA,Women,100M,Bronze
1932,Los Angeles,Athletics,Athletics, Stanislawa walasiewicz,Poland,Women,100M,Gold
