Year,City,Sport,Discipline,Athlete,Location,Gender,Event,Medal
1976,Innsbruck,Skiing,Alpine Skiing, Kathy kreiner,Canada,Women,Giant Slalom,Gold
1976,Innsbruck,Skiing,Alpine Skiing, Rosi mittermaier,Germany,Women,Giant Slalom,Silver
1976,Innsbruck,Skiing,Alpine Skiing, Hanni wenzel,Liechtenstein,Women,Slalom,Bronze
1976,Innsbruck,Skiing,Alpine Skiing, Rosi mittermaier,Germany,Women,Slalom,Gold
1976,Innsbruck,Skiing,Alpine Skiing, Claudia giordani,Italy,Women,Slalom,Silver
1976,Innsbruck,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,10KM,Bronze
1976,Innsbruck,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,10KM,Gold
1976,Innsbruck,Skiing,Cross Country Skiing, Helena takalo,Finland,Women,10KM,Silver
1976,Innsbruck,Skiing,Cross Country Skiing, Monika debertshäuser,Germany,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,Cross Country Skiing, Sigrun krause,Germany,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,Cross Country Skiing, Barbara petzold,Germany,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,Cross Country Skiing, Veronika schmidt,Germany,Women,4X5KM Relay,Bronze
1976,Innsbruck,Skiing,Cross Country Skiing, Zinaida amosova,Russia,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,Cross Country Skiing, Nina baldycheva,Russia,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,4X5KM Relay,Gold
1976,Innsbruck,Skiing,Cross Country Skiing, Marjatta kajosmaa,Finland,Women,4X5KM Relay,Silver
1976,Innsbruck,Skiing,Cross Country Skiing, Hilkka riihivuori,Finland,Women,4X5KM Relay,Silver
1976,Innsbruck,Skiing,Cross Country Skiing, Liisa suikhonen,Finland,Women,4X5KM Relay,Silver
1976,Innsbruck,Skiing,Cross Country Skiing, Helena takalo,Finland,Women,4X5KM Relay,Silver
1976,Innsbruck,Skiing,Cross Country Skiing, Nina baldycheva,Russia,Women,5KM,Bronze
1976,Innsbruck,Skiing,Cross Country Skiing, Helena takalo,Finland,Women,5KM,Gold
1976,Innsbruck,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,5KM,Silver
1980,Lake Placid,Luge,Luge, Ingrida amantova,Russia,Women,Singles,Bronze
1980,Lake Placid,Luge,Luge, Vera zozula,Russia,Women,Singles,Gold
1980,Lake Placid,Luge,Luge, Melitta sollmann,Germany,Women,Singles,Silver
1980,Lake Placid,Skating,Figure skating, Irina moiseyeva,Russia,Women,Ice Dancing,Bronze
1980,Lake Placid,Skating,Figure skating, Natalya linichuk,Russia,Women,Ice Dancing,Gold
1980,Lake Placid,Skating,Figure skating, Krisztina regöczy,Hungary,Women,Ice Dancing,Silver
1980,Lake Placid,Skating,Figure skating, Dagmar lurz,Germany,Women,Individual,Bronze
1980,Lake Placid,Skating,Figure skating, Anett pötzsch,Germany,Women,Individual,Gold
1980,Lake Placid,Skating,Figure skating, Linda fratianne,USA,Women,Individual,Silver
1980,Lake Placid,Skating,Figure skating, Manuela mager,Germany,Women,Pairs,Bronze
1980,Lake Placid,Skating,Figure skating, Irina rodnina,Russia,Women,Pairs,Gold
1980,Lake Placid,Skating,Figure skating, Marina cherkasova,Russia,Women,Pairs,Silver
1980,Lake Placid,Skating,Speed skating, Silvia albrecht,Germany,Women,1000M,Bronze
1980,Lake Placid,Skating,Speed skating, Natalya petruseva,Russia,Women,1000M,Gold
1980,Lake Placid,Skating,Speed skating, Leah mueller,USA,Women,1000M,Silver
1980,Lake Placid,Skating,Speed skating, Sabine becker,Germany,Women,1500M,Bronze
1980,Lake Placid,Skating,Speed skating, Annie borckink,Netherlands,Women,1500M,Gold
1980,Lake Placid,Skating,Speed skating, Adriana visser,Netherlands,Women,1500M,Silver
1980,Lake Placid,Skating,Speed skating, Beth heiden,USA,Women,3000M,Bronze
1980,Lake Placid,Skating,Speed skating, Björg Eva jensen,Norway,Women,3000M,Gold
1980,Lake Placid,Skating,Speed skating, Sabine becker,Germany,Women,3000M,Silver
1980,Lake Placid,Skating,Speed skating, Natalya petruseva,Russia,Women,500M,Bronze
1980,Lake Placid,Skating,Speed skating, Karin kania,Germany,Women,500M,Gold
1980,Lake Placid,Skating,Speed skating, Leah mueller,USA,Women,500M,Silver
1980,Lake Placid,Skiing,Alpine Skiing, Marie-Theres nadig,Switzerland,Women,Downhill,Bronze
1980,Lake Placid,Skiing,Alpine Skiing, Annemarie moser-proll,Austria,Women,Downhill,Gold
1980,Lake Placid,Skiing,Alpine Skiing, Hanni wenzel,Liechtenstein,Women,Downhill,Silver
1980,Lake Placid,Skiing,Alpine Skiing, Perrine pelen,France,Women,Giant Slalom,Bronze
1980,Lake Placid,Skiing,Alpine Skiing, Hanni wenzel,Liechtenstein,Women,Giant Slalom,Gold
1980,Lake Placid,Skiing,Alpine Skiing, Irene epple,Germany,Women,Giant Slalom,Silver
1980,Lake Placid,Skiing,Alpine Skiing, Erika hess,Switzerland,Women,Slalom,Bronze
1980,Lake Placid,Skiing,Alpine Skiing, Hanni wenzel,Liechtenstein,Women,Slalom,Gold
1980,Lake Placid,Skiing,Alpine Skiing, Christa kinshofer guethlein,Germany,Women,Slalom,Silver
1980,Lake Placid,Skiing,Cross Country Skiing, Helena takalo,Finland,Women,10KM,Bronze
1980,Lake Placid,Skiing,Cross Country Skiing, Barbara petzold,Germany,Women,10KM,Gold
1980,Lake Placid,Skiing,Cross Country Skiing, Hilkka riihivuori,Finland,Women,10KM,Silver
1980,Lake Placid,Skiing,Cross Country Skiing, Berit aunli,Norway,Women,4X5KM Relay,Bronze
1980,Lake Placid,Skiing,Cross Country Skiing, Anette böe,Norway,Women,4X5KM Relay,Bronze
1980,Lake Placid,Skiing,Cross Country Skiing, Marit myrmael,Norway,Women,4X5KM Relay,Bronze
1980,Lake Placid,Skiing,Cross Country Skiing, Brit pettersen,Norway,Women,4X5KM Relay,Bronze
1980,Lake Placid,Skiing,Cross Country Skiing, Carola anding,Germany,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,Cross Country Skiing, Barbara petzold,Germany,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,Cross Country Skiing, Marlies rostock,Germany,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,Cross Country Skiing, Veronika schmidt,Germany,Women,4X5KM Relay,Gold
1980,Lake Placid,Skiing,Cross Country Skiing, Nina baldycheva,Russia,Women,4X5KM Relay,Silver
1980,Lake Placid,Skiing,Cross Country Skiing, Galina kulakova,Russia,Women,4X5KM Relay,Silver
1980,Lake Placid,Skiing,Cross Country Skiing, Nina rocheva,Russia,Women,4X5KM Relay,Silver
1980,Lake Placid,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,4X5KM Relay,Silver
1980,Lake Placid,Skiing,Cross Country Skiing, Kvetoslava jeriova,Czech Republic,Women,5KM,Bronze
1980,Lake Placid,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,5KM,Gold
1980,Lake Placid,Skiing,Cross Country Skiing, Hilkka riihivuori,Finland,Women,5KM,Silver
1984,Sarajevo,Luge,Luge, Ute oberhoffner,Germany,Women,Singles,Bronze
1984,Sarajevo,Luge,Luge, Steffi walter,Germany,Women,Singles,Gold
1984,Sarajevo,Luge,Luge, Bettina schmidt,Germany,Women,Singles,Silver
1984,Sarajevo,Skating,Figure skating, Marina klimova,Russia,Women,Ice Dancing,Bronze
1984,Sarajevo,Skating,Figure skating, Jayne torvill,UK,Women,Ice Dancing,Gold
1984,Sarajevo,Skating,Figure skating, Natalya bestemyanova,Russia,Women,Ice Dancing,Silver
1984,Sarajevo,Skating,Figure skating, Kira ivanova,Russia,Women,Individual,Bronze
1984,Sarajevo,Skating,Figure skating, Katarina witt,Germany,Women,Individual,Gold
1984,Sarajevo,Skating,Figure skating, Rosalyn sumners,USA,Women,Individual,Silver
1984,Sarajevo,Skating,Figure skating, Larisa seleznyova,Russia,Women,Pairs,Bronze
1984,Sarajevo,Skating,Figure skating, Yelena valova,Russia,Women,Pairs,Gold
1984,Sarajevo,Skating,Figure skating, Kitty carruthers,USA,Women,Pairs,Silver
1984,Sarajevo,Skating,Speed skating, Natalya petruseva,Russia,Women,1000M,Bronze
1984,Sarajevo,Skating,Speed skating, Karin kania,Germany,Women,1000M,Gold
1984,Sarajevo,Skating,Speed skating, Andrea ehrig,Germany,Women,1000M,Silver
1984,Sarajevo,Skating,Speed skating, Natalya petruseva,Russia,Women,1500M,Bronze
1984,Sarajevo,Skating,Speed skating, Karin kania,Germany,Women,1500M,Gold
1984,Sarajevo,Skating,Speed skating, Andrea ehrig,Germany,Women,1500M,Silver
1984,Sarajevo,Skating,Speed skating, Gabi zange,Germany,Women,3000M,Bronze
1984,Sarajevo,Skating,Speed skating, Andrea ehrig,Germany,Women,3000M,Gold
1984,Sarajevo,Skating,Speed skating, Karin kania,Germany,Women,3000M,Silver
1984,Sarajevo,Skating,Speed skating, Natalya shive,Russia,Women,500M,Bronze
1984,Sarajevo,Skating,Speed skating, Christa luding,Germany,Women,500M,Gold
1984,Sarajevo,Skating,Speed skating, Karin kania,Germany,Women,500M,Silver
1984,Sarajevo,Skiing,Alpine Skiing, Olga charvatova,Czech Republic,Women,Downhill,Bronze
1984,Sarajevo,Skiing,Alpine Skiing, Michela figini,Switzerland,Women,Downhill,Gold
1984,Sarajevo,Skiing,Alpine Skiing, Maria walliser,Switzerland,Women,Downhill,Silver
1984,Sarajevo,Skiing,Alpine Skiing, Perrine pelen,France,Women,Giant Slalom,Bronze
1984,Sarajevo,Skiing,Alpine Skiing, Debbie armstrong,USA,Women,Giant Slalom,Gold
1984,Sarajevo,Skiing,Alpine Skiing, Christin cooper,USA,Women,Giant Slalom,Silver
1984,Sarajevo,Skiing,Alpine Skiing, Ursula konzett,Liechtenstein,Women,Slalom,Bronze
1984,Sarajevo,Skiing,Alpine Skiing, Paoletta magoni,Italy,Women,Slalom,Gold
1984,Sarajevo,Skiing,Alpine Skiing, Perrine pelen,France,Women,Slalom,Silver
1984,Sarajevo,Skiing,Cross Country Skiing, Brit pettersen,Norway,Women,10KM,Bronze
1984,Sarajevo,Skiing,Cross Country Skiing, Marja-Liisa kirvesniemi,Finland,Women,10KM,Gold
1984,Sarajevo,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,10KM,Silver
1984,Sarajevo,Skiing,Cross Country Skiing, Anne jahren,Norway,Women,20KM,Bronze
1984,Sarajevo,Skiing,Cross Country Skiing, Marja-Liisa kirvesniemi,Finland,Women,20KM,Gold
1984,Sarajevo,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,20KM,Silver
1984,Sarajevo,Skiing,Cross Country Skiing, Eija hyytiainen,Finland,Women,4X5KM Relay,Bronze
1984,Sarajevo,Skiing,Cross Country Skiing, Marja-Liisa kirvesniemi,Finland,Women,4X5KM Relay,Bronze
1984,Sarajevo,Skiing,Cross Country Skiing, Pirkko määttä,Finland,Women,4X5KM Relay,Bronze
1984,Sarajevo,Skiing,Cross Country Skiing, Marjo matikainen,Finland,Women,4X5KM Relay,Bronze
1984,Sarajevo,Skiing,Cross Country Skiing, Berit aunli,Norway,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,Cross Country Skiing, Anne jahren,Norway,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,Cross Country Skiing, Inger Helene nybraaten,Norway,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,Cross Country Skiing, Brit pettersen,Norway,Women,4X5KM Relay,Gold
1984,Sarajevo,Skiing,Cross Country Skiing, Kvetoslava jeriova,Czech Republic,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,Cross Country Skiing, Blanka paulu,Czech Republic,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,Cross Country Skiing, Dagmar schvubova,Czech Republic,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,Cross Country Skiing, Gabriela svobodova,Czech Republic,Women,4X5KM Relay,Silver
1984,Sarajevo,Skiing,Cross Country Skiing, Kvetoslava jeriova,Czech Republic,Women,5KM,Bronze
1984,Sarajevo,Skiing,Cross Country Skiing, Marja-Liisa kirvesniemi,Finland,Women,5KM,Gold
1984,Sarajevo,Skiing,Cross Country Skiing, Berit aunli,Norway,Women,5KM,Silver
1988,Calgary,Luge,Luge, Cerstin schmidt,Germany,Women,Singles,Bronze
1988,Calgary,Luge,Luge, Steffi walter,Germany,Women,Singles,Gold
1988,Calgary,Luge,Luge, Ute oberhoffner,Germany,Women,Singles,Silver
1988,Calgary,Skating,Figure skating, Tracy wilson,Canada,Women,Ice Dancing,Bronze
1988,Calgary,Skating,Figure skating, Natalya bestemyanova,Russia,Women,Ice Dancing,Gold
1988,Calgary,Skating,Figure skating, Marina klimova,Russia,Women,Ice Dancing,Silver
1988,Calgary,Skating,Figure skating, Debra thomas,USA,Women,Individual,Bronze
1988,Calgary,Skating,Figure skating, Katarina witt,Germany,Women,Individual,Gold
1988,Calgary,Skating,Figure skating, Elizabeth manley,Canada,Women,Individual,Silver
1988,Calgary,Skating,Figure skating, Jill watson,USA,Women,Pairs,Bronze
1988,Calgary,Skating,Figure skating, Yekaterina gordeyeva,Russia,Women,Pairs,Gold
1988,Calgary,Skating,Figure skating, Yelena valova,Russia,Women,Pairs,Silver
1988,Calgary,Skating,Speed skating, Bonnie blair,USA,Women,1000M,Bronze
1988,Calgary,Skating,Speed skating, Christa luding,Germany,Women,1000M,Gold
1988,Calgary,Skating,Speed skating, Karin kania,Germany,Women,1000M,Silver
1988,Calgary,Skating,Speed skating, Andrea ehrig,Germany,Women,1500M,Bronze
1988,Calgary,Skating,Speed skating, Yvonne van gennip,Netherlands,Women,1500M,Gold
1988,Calgary,Skating,Speed skating, Karin kania,Germany,Women,1500M,Silver
1988,Calgary,Skating,Speed skating, Gabi zange,Germany,Women,3000M,Bronze
1988,Calgary,Skating,Speed skating, Yvonne van gennip,Netherlands,Women,3000M,Gold
1988,Calgary,Skating,Speed skating, Andrea ehrig,Germany,Women,3000M,Silver
1988,Calgary,Skating,Speed skating, Gabi zange,Germany,Women,5000M,Bronze
1988,Calgary,Skating,Speed skating, Yvonne van gennip,Netherlands,Women,5000M,Gold
1988,Calgary,Skating,Speed skating, Andrea ehrig,Germany,Women,5000M,Silver
1988,Calgary,Skating,Speed skating, Karin kania,Germany,Women,500M,Bronze
1988,Calgary,Skating,Speed skating, Bonnie blair,USA,Women,500M,Gold
1988,Calgary,Skating,Speed skating, Christa luding,Germany,Women,500M,Silver
1988,Calgary,Skiing,Alpine Skiing, Maria walliser,Switzerland,Women,Alpine Combined,Bronze
1988,Calgary,Skiing,Alpine Skiing, Anita wachter,Austria,Women,Alpine Combined,Gold
1988,Calgary,Skiing,Alpine Skiing, Brigitte oertli,Switzerland,Women,Alpine Combined,Silver
1988,Calgary,Skiing,Alpine Skiing, Karen percy,Canada,Women,Downhill,Bronze
1988,Calgary,Skiing,Alpine Skiing, Marina kiehl,Germany,Women,Downhill,Gold
1988,Calgary,Skiing,Alpine Skiing, Brigitte oertli,Switzerland,Women,Downhill,Silver
1988,Calgary,Skiing,Alpine Skiing, Maria walliser,Switzerland,Women,Giant Slalom,Bronze
1988,Calgary,Skiing,Alpine Skiing, Vreni schneider,Switzerland,Women,Giant Slalom,Gold
1988,Calgary,Skiing,Alpine Skiing, Christa kinshofer guethlein,Germany,Women,Giant Slalom,Silver
1988,Calgary,Skiing,Alpine Skiing, Christa kinshofer guethlein,Germany,Women,Slalom,Bronze
1988,Calgary,Skiing,Alpine Skiing, Vreni schneider,Switzerland,Women,Slalom,Gold
1988,Calgary,Skiing,Alpine Skiing, Mateja svet,Serbia,Women,Slalom,Silver
1988,Calgary,Skiing,Alpine Skiing, Karen percy,Canada,Women,Super-G,Bronze
1988,Calgary,Skiing,Alpine Skiing, Sigrid wolf,Austria,Women,Super-G,Gold
1988,Calgary,Skiing,Alpine Skiing, Michela figini,Switzerland,Women,Super-G,Silver
1988,Calgary,Skiing,Cross Country Skiing, Marjo matikainen,Finland,Women,10KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing, Vida venciene,Russia,Women,10KM,Gold
1988,Calgary,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,10KM,Silver
1988,Calgary,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,20KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing, Tamara tikhonova,Russia,Women,20KM,Gold
1988,Calgary,Skiing,Cross Country Skiing, Anfisa reztsova,Russia,Women,20KM,Silver
1988,Calgary,Skiing,Cross Country Skiing, Marja-Liisa kirvesniemi,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing, Pirkko määttä,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing, Marjo matikainen,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing, Jaana savolainen,Finland,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing, Nina gavriljuk,Russia,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing, Svetlana nageikina,Russia,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing, Anfisa reztsova,Russia,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing, Tamara tikhonova,Russia,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing, Marianne dahlmo,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing, Trude dybendahl hartz,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing, Anne jahren,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing, Marit mikkelsplass,Norway,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing, Vida venciene,Russia,Women,5KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing, Marjo matikainen,Finland,Women,5KM,Gold
1988,Calgary,Skiing,Cross Country Skiing, Tamara tikhonova,Russia,Women,5KM,Silver
1992,Albertville,Biathlon,Biathlon, Myriam bedard,Canada,Women,15KM,Bronze
1992,Albertville,Biathlon,Biathlon, Antje harvey,Germany,Women,15KM,Gold
1992,Albertville,Biathlon,Biathlon, Svetlana pecherskaya,Russia,Women,15KM,Silver
1992,Albertville,Biathlon,Biathlon, Yelena belova,Russia,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon, Elena melnikova,Russia,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon, Anfisa reztsova,Russia,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon, Anne briand bouthiaux,France,Women,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon, Véronique claudel,France,Women,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon, Corinne niogret,France,Women,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon, Uschi disl,Germany,Women,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon, Antje harvey,Germany,Women,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon, Petra schaaf,Germany,Women,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon, Yelena belova,Russia,Women,7.5KM,Bronze
1992,Albertville,Biathlon,Biathlon, Anfisa reztsova,Russia,Women,7.5KM,Gold
1992,Albertville,Biathlon,Biathlon, Antje harvey,Germany,Women,7.5KM,Silver
1992,Albertville,Luge,Luge, Susi-Lisa erdmann,Germany,Women,Singles,Bronze
1992,Albertville,Luge,Luge, Doris neuner,Austria,Women,Singles,Gold
1992,Albertville,Luge,Luge, Angelika neuner,Austria,Women,Singles,Silver
1992,Albertville,Skating,Figure skating, Maya usova,Russia,Women,Ice Dancing,Bronze
1992,Albertville,Skating,Figure skating, Marina klimova,Russia,Women,Ice Dancing,Gold
1992,Albertville,Skating,Figure skating, Isabelle duchesnay-dean,France,Women,Ice Dancing,Silver
1992,Albertville,Skating,Figure skating, Nancy kerrigan,USA,Women,Individual,Bronze
1992,Albertville,Skating,Figure skating, Kristi yamaguchi,USA,Women,Individual,Gold
1992,Albertville,Skating,Figure skating, Midori ito,Japan,Women,Individual,Silver
1992,Albertville,Skating,Figure skating, Isabelle brasseur,Canada,Women,Pairs,Bronze
1992,Albertville,Skating,Figure skating, Natalya mishkutyonok,Russia,Women,Pairs,Gold
1992,Albertville,Skating,Figure skating, Yelena bechke,Russia,Women,Pairs,Silver
1992,Albertville,Skating,Short Track Speed Skating, Yulia alagulova,Russia,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating, Natalia issakova,Russia,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating, Viktoria troitskaya,Russia,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating, Yulia vlasova,Russia,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating, Angela cutrone,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating, Sylvie daigle,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating, Nathalie lambert,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating, Annie perreault,Canada,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating, Darcie dohnal,USA,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating, Amy peterson,USA,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating, Cathy turner,USA,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating, Nikki ziegelmeyer,USA,Women,3000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating, Ok Sil hwang,North Korea,Women,500M,Bronze
1992,Albertville,Skating,Short Track Speed Skating, Cathy turner,USA,Women,500M,Gold
1992,Albertville,Skating,Short Track Speed Skating, Yan li,China,Women,500M,Silver
1992,Albertville,Skating,Speed skating, Monique garbrecht-enfeldt,Germany,Women,1000M,Bronze
1992,Albertville,Skating,Speed skating, Bonnie blair,USA,Women,1000M,Gold
1992,Albertville,Skating,Speed skating, Qiaobo ye,China,Women,1000M,Silver
1992,Albertville,Skating,Speed skating, Seiko hashimoto,Japan,Women,1500M,Bronze
1992,Albertville,Skating,Speed skating, Jacqueline börner,Germany,Women,1500M,Gold
1992,Albertville,Skating,Speed skating, Gunda niemann-stirnemann,Germany,Women,1500M,Silver
1992,Albertville,Skating,Speed skating, Emese hunyady,Austria,Women,3000M,Bronze
1992,Albertville,Skating,Speed skating, Gunda niemann-stirnemann,Germany,Women,3000M,Gold
1992,Albertville,Skating,Speed skating, Heike warnicke,Germany,Women,3000M,Silver
1992,Albertville,Skating,Speed skating, Claudia pechstein,Germany,Women,5000M,Bronze
1992,Albertville,Skating,Speed skating, Gunda niemann-stirnemann,Germany,Women,5000M,Gold
1992,Albertville,Skating,Speed skating, Heike warnicke,Germany,Women,5000M,Silver
1992,Albertville,Skating,Speed skating, Christa luding,Germany,Women,500M,Bronze
1992,Albertville,Skating,Speed skating, Bonnie blair,USA,Women,500M,Gold
1992,Albertville,Skating,Speed skating, Qiaobo ye,China,Women,500M,Silver
1992,Albertville,Skiing,Alpine Skiing, Florence masnada,France,Women,Alpine Combined,Bronze
1992,Albertville,Skiing,Alpine Skiing, Petra kronberger,Austria,Women,Alpine Combined,Gold
1992,Albertville,Skiing,Alpine Skiing, Anita wachter,Austria,Women,Alpine Combined,Silver
1992,Albertville,Skiing,Alpine Skiing, Veronika stallmaier,Austria,Women,Downhill,Bronze
1992,Albertville,Skiing,Alpine Skiing, Kerrin lee-gartner,Canada,Women,Downhill,Gold
1992,Albertville,Skiing,Alpine Skiing, Hilary lindh,USA,Women,Downhill,Silver
1992,Albertville,Skiing,Alpine Skiing, Pernilla wiberg,Sweden,Women,Giant Slalom,Gold
1992,Albertville,Skiing,Alpine Skiing, Anita wachter,Austria,Women,Giant Slalom,Silver
1992,Albertville,Skiing,Alpine Skiing, Diann roffe,USA,Women,Giant Slalom,Silver
1992,Albertville,Skiing,Alpine Skiing, Blanca fernandez ochoa,Spain,Women,Slalom,Bronze
1992,Albertville,Skiing,Alpine Skiing, Petra kronberger,Austria,Women,Slalom,Gold
1992,Albertville,Skiing,Alpine Skiing, Annelise coberger,New Zealand,Women,Slalom,Silver
1992,Albertville,Skiing,Alpine Skiing, Katja seizinger,Germany,Women,Super-G,Bronze
1992,Albertville,Skiing,Alpine Skiing, Deborah compagnoni,Italy,Women,Super-G,Gold
1992,Albertville,Skiing,Alpine Skiing, Carole merle,France,Women,Super-G,Silver
1992,Albertville,Skiing,Cross Country Skiing, Elena vaelbe,Russia,Women,15KM Mass Start,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,15KM Mass Start,Gold
1992,Albertville,Skiing,Cross Country Skiing, Marjut rolig,Finland,Women,15KM Mass Start,Silver
1992,Albertville,Skiing,Cross Country Skiing, Elena vaelbe,Russia,Women,30KM,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Stefania belmondo,Italy,Women,30KM,Gold
1992,Albertville,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,30KM,Silver
1992,Albertville,Skiing,Cross Country Skiing, Stefania belmondo,Italy,Women,4X5KM Relay,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Manuela di centa,Italy,Women,4X5KM Relay,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Gabriella paruzzi,Italy,Women,4X5KM Relay,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Bice vanzetta,Italy,Women,4X5KM Relay,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,4X5KM Relay,Gold
1992,Albertville,Skiing,Cross Country Skiing, Larissa lazutina,Russia,Women,4X5KM Relay,Gold
1992,Albertville,Skiing,Cross Country Skiing, Raisa smetanina,Russia,Women,4X5KM Relay,Gold
1992,Albertville,Skiing,Cross Country Skiing, Elena vaelbe,Russia,Women,4X5KM Relay,Gold
1992,Albertville,Skiing,Cross Country Skiing, Trude dybendahl hartz,Norway,Women,4X5KM Relay,Silver
1992,Albertville,Skiing,Cross Country Skiing, Elin nilsen,Norway,Women,4X5KM Relay,Silver
1992,Albertville,Skiing,Cross Country Skiing, Inger Helene nybraaten,Norway,Women,4X5KM Relay,Silver
1992,Albertville,Skiing,Cross Country Skiing, Solveig pedersen,Norway,Women,4X5KM Relay,Silver
1992,Albertville,Skiing,Cross Country Skiing, Elena vaelbe,Russia,Women,5KM,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Marjut rolig,Finland,Women,5KM,Gold
1992,Albertville,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,5KM,Silver
1992,Albertville,Skiing,Cross Country Skiing, Elena vaelbe,Russia,Women,Combined 5KM + 10KM Pursuit,Bronze
1992,Albertville,Skiing,Cross Country Skiing, Ljubov egorova,Russia,Women,Combined 5KM + 10KM Pursuit,Gold
1992,Albertville,Skiing,Cross Country Skiing, Stefania belmondo,Italy,Women,Combined 5KM + 10KM Pursuit,Silver
1992,Albertville,Skiing,Freestyle Skiing, Stine Lise hattestad,Norway,Women,Moguls,Bronze
1992,Albertville,Skiing,Freestyle Skiing, Donna weinbrecht,USA,Women,Moguls,Gold
1992,Albertville,Skiing,Freestyle Skiing, Yelizaveta kozhevnikova,Russia,Women,Moguls,Silver
